molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,target_chembl_id,target_organism
CHEMBL230314,CCCNC(=O)c1cc(C#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,770.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230190,CCCN(CCC)C(=O)c1cc(CC#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,360.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231646,CCCN(CCC)C(=O)c1cc(C#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,90.0,nM,CHEMBL4822,Homo sapiens
CHEMBL396765,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,11.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231325,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231542,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230355,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1,IC50,18.0,nM,CHEMBL4822,Homo sapiens
CHEMBL425828,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,IC50,12.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230250,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,IC50,34.0,nM,CHEMBL4822,Homo sapiens
CHEMBL395084,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NC[C@H]2C[C@@H]2C)n1,IC50,14.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394850,CCCN(CC1CC1)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(=O)(=O)C(C)C)n1,IC50,350.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230349,CN(c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NCC2CC2)n1)S(C)(=O)=O,IC50,1100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230245,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL242323,CC(C)CC(NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(=O)O)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,IC50,675.0,nM,CHEMBL4822,Homo sapiens
CHEMBL390456,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,IC50,6.0,nM,CHEMBL4822,Homo sapiens
CHEMBL242315,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,IC50,12.0,nM,CHEMBL4822,Homo sapiens
CHEMBL389831,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,IC50,2020.0,nM,CHEMBL4822,Homo sapiens
CHEMBL234762,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,495.0,nM,CHEMBL4822,Homo sapiens
CHEMBL409950,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,11.0,nM,CHEMBL4822,Homo sapiens
CHEMBL409949,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,10.0,nM,CHEMBL4822,Homo sapiens
CHEMBL391145,CCCCS(=O)(=O)C[C@@H](NC(=O)OCCNC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,27.0,nM,CHEMBL4822,Homo sapiens
CHEMBL409948,CCCCS(=O)(=O)C[C@@H](NC(=O)SC1CCOC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,15.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231865,CCCCS(=O)(=O)C[C@@H](NC(=O)OCC(F)(F)F)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231864,CCCCS(=O)(=O)CC(NC(=O)OCCC#N)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,8.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393733,CCCCS(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL266531,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccc1O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,5.0,nM,CHEMBL4822,Homo sapiens
CHEMBL391144,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL409875,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL409947,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cc(C)[nH]n1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394271,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,5.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231669,CCCCS(=O)(=O)C[C@@H](NC(=O)C1CC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,10.0,nM,CHEMBL4822,Homo sapiens
CHEMBL398775,CCCCS(=O)(=O)C[C@@H](NC(=O)COC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,22.0,nM,CHEMBL4822,Homo sapiens
CHEMBL232490,CCCCS(=O)(=O)C[C@@H](NC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,13.0,nM,CHEMBL4822,Homo sapiens
CHEMBL266567,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL414145,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,3.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394270,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,3.0,nM,CHEMBL4822,Homo sapiens
CHEMBL414776,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231863,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,3.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231862,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,1.0,nM,CHEMBL4822,Homo sapiens
CHEMBL266566,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393140,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1C)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,15.0,nM,CHEMBL4822,Homo sapiens
CHEMBL266565,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(Cl)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,5.0,nM,CHEMBL4822,Homo sapiens
CHEMBL234555,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,53.0,nM,CHEMBL4822,Homo sapiens
CHEMBL231861,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL412852,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL236850,NC(N)=NC(=O)Cc1c(-c2ccccc2)csc1-c1ccccc1,IC50,8300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237494,CCC(CC)NC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,IC50,930.0,nM,CHEMBL4822,Homo sapiens
CHEMBL391109,CCCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,IC50,280.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237493,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC2CC2)cc1)NCCCO,IC50,140.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237284,CCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,IC50,260.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237283,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC(F)(F)F)cc1)NCCCO,IC50,200.0,nM,CHEMBL4822,Homo sapiens
CHEMBL391108,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)c(C)c1,IC50,1550.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237282,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1C,IC50,1540.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237063,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,IC50,150.0,nM,CHEMBL4822,Homo sapiens
CHEMBL391087,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1,IC50,590.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237062,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)N=C(N)N)cc1,IC50,630.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237061,CCCOc1ccc(-c2csc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1,IC50,1890.0,nM,CHEMBL4822,Homo sapiens
CHEMBL236852,CCCOc1ccc(-c2scc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1,IC50,680.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393559,NC(N)=NC(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(OCCc2cn[nH]c2)cc1,IC50,6900.0,nM,CHEMBL4822,Homo sapiens
CHEMBL236851,CC(=O)c1ccc(Oc2ccc(-c3scc(-c4ccccc4Cl)c3CC(=O)N=C(N)N)cc2)cc1,IC50,750.0,nM,CHEMBL4822,Homo sapiens
CHEMBL400438,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL238409,C[C@@H](NC(c1cc(-c2nnc([C@](C)(N)Cc3ccc(F)cc3)o2)cc(N(C)S(C)(=O)=O)c1)C(F)(F)F)c1ccc(F)cc1,IC50,15000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL392564,CN(c1cc2cc(c1)C(C(F)(F)F)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,3700.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399595,CN(c1cc2cc(n1)CCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,15000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235854,CN(c1cc2cc(n1)CCC(c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,7000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235853,CC1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1,IC50,1800.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394225,CC1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(cc(N(C)S(C)(=O)=O)c2)CC1,IC50,1700.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394224,CN(c1cc2cc(n1)N(CC1CC1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,6000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL442238,CC(C)N1CCCCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc1nc(N(C)S(C)(=O)=O)c2,IC50,22000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235645,CN(c1cc2cc(n1)N(Cc1ccccc1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,13000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL392361,CN(c1cc2cc(n1)NCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,400.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235820,C[C@H](NC(=O)OC[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(S(C)(=O)=O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,30000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL236777,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1,IC50,130000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,IC50,670.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239425,CN1C(=O)CC(C)(c2ccc(Cl)c(Cl)c2)N=C1N,IC50,7500.0,nM,CHEMBL4822,Homo sapiens
CHEMBL397162,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,IC50,79000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235763,NC1=NC(c2ccc(Cl)c(Cl)c2)CC(=O)N1,IC50,480000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL238087,CC1(c2ccccc2)CC(=O)NC(N)=N1,IC50,140000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235754,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1,IC50,5700.0,nM,CHEMBL4822,Homo sapiens
CHEMBL396830,Cn1c(N)nc(CCc2cccc(-c3ccc[nH]3)c2)cc1=O,IC50,51000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL235753,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O,IC50,24000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237891,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,IC50,16000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237889,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,IC50,28000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,IC50,180000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239857,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,IC50,80.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239641,COc1cccc(-c2cccc(CC[C@@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,IC50,35000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393911,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1,IC50,200.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239640,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,IC50,1600.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239639,CN1C(=O)CC(C)(CCc2ccccc2)N=C1N,IC50,34000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL239638,CN1C(=O)CC(C)(c2ccccc2)N=C1N,IC50,2000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393501,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,IC50,29000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL396338,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,IC50,74.0,nM,CHEMBL4822,Homo sapiens
CHEMBL429477,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,IC50,6.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248245,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,IC50,24.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401008,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,IC50,24.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248228,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,IC50,12.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399113,CCCN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](C)N)cc(N(C)C[C@H]2C[C@@H]2C)n1)S(C)(=O)=O,IC50,67.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248056,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(CCC)S(C)(=O)=O)c1,IC50,39.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248223,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,IC50,31.0,nM,CHEMBL4822,Homo sapiens
CHEMBL247596,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,IC50,32.0,nM,CHEMBL4822,Homo sapiens
CHEMBL440957,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,IC50,11.0,nM,CHEMBL4822,Homo sapiens
CHEMBL247416,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CCC(F)(F)F)cc(N(C)S(C)(=O)=O)n1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL247415,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,IC50,20.0,nM,CHEMBL4822,Homo sapiens
CHEMBL393850,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)n1,IC50,34.0,nM,CHEMBL4822,Homo sapiens
CHEMBL247043,CCCC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,IC50,9.0,nM,CHEMBL4822,Homo sapiens
CHEMBL247595,CCCC[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,IC50,13.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248699,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,17.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399425,C[C@@]1(N)Cc2ccc(F)c(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3cccc(F)c3C#N)c2)COC1=O,IC50,46.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399362,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3cccc(F)c3C#N)c2)COC1=O,IC50,22.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401181,C[C@@]1(N)Cc2cccc(c2F)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,IC50,78.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251310,C[C@@]1(N)Cc2ccc(F)c(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,IC50,46.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251309,C[C@@]1(N)Cc2cc(F)cc(c2)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,IC50,130.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401180,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,IC50,27.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251307,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ncco3)c2)COC1=O,IC50,780.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251118,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(Br)cc(c2)COC1=O,IC50,270.0,nM,CHEMBL4822,Homo sapiens
CHEMBL427884,CN(C)S(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL250918,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(=O)(=O)C(F)(F)F,IC50,38.0,nM,CHEMBL4822,Homo sapiens
CHEMBL402921,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(=O)(=O)CC(F)(F)F,IC50,16.0,nM,CHEMBL4822,Homo sapiens
CHEMBL398839,CCCN(c1cc2cc(c1)C(=O)N[C@@H](C1CC1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,1100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248876,C#C[C@H]1CCc2cccc(c2)C[C@@](C)(N)COCc2cc(cc(N(CCC)S(C)(=O)=O)c2)C(=O)N1,IC50,53.0,nM,CHEMBL4822,Homo sapiens
CHEMBL250712,CCCN(c1cc2cc(c1)C(=O)N[C@@H](C(C)C)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,175.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399276,CCCN(c1cc2cc(c1)C(=O)N[C@@H](CC)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,85.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399776,CCCN(c1cc2cc(c1)C(=O)N[C@@H](C)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,290.0,nM,CHEMBL4822,Homo sapiens
CHEMBL429666,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccc(F)cc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,10.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251533,CC(C)S(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2,IC50,196.0,nM,CHEMBL4822,Homo sapiens
CHEMBL438691,CCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2,IC50,56.0,nM,CHEMBL4822,Homo sapiens
