action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2005856,[],CHEMBL901137,Inhibition of BACE1 by IGEN assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '14.81', 'le': '0.27', 'lle': '1.71', 'sei': '7.43'}",,CHEMBL393501,,CHEMBL393501,4.52,0,http://www.openphacts.org/units/Nanomolar,667206,=,1,1,=,,IC50,nM,,30000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,30.0
,,2005857,[],CHEMBL901137,Inhibition of BACE1 by IGEN assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '16.16', 'le': '0.30', 'lle': '2.71', 'sei': '5.65'}",,CHEMBL237891,,CHEMBL237891,4.34,0,http://www.openphacts.org/units/Nanomolar,667205,=,1,1,=,,IC50,nM,,46000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,46.0
,,2005858,[],CHEMBL901137,Inhibition of BACE1 by IGEN assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '16.36', 'le': '0.30', 'lle': '2.27', 'sei': '7.50'}",,CHEMBL237889,,CHEMBL237889,4.57,0,http://www.openphacts.org/units/Nanomolar,667204,=,1,1,=,,IC50,nM,,27000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,27.0
,,2005859,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '12.05', 'le': '0.22', 'lle': '1.22', 'sei': '5.76'}",,CHEMBL235754,,CHEMBL235754,4.04,0,http://www.openphacts.org/units/Nanomolar,667209,=,1,1,=,,IC50,nM,,91000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,91.0
,,2005860,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '18.01', 'le': '0.33', 'lle': '3.10', 'sei': '9.32'}",,CHEMBL239857,,CHEMBL239857,6.33,0,http://www.openphacts.org/units/Nanomolar,667221,=,1,1,=,,IC50,nM,,470.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,0.47
,,2005861,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '17.62', 'le': '0.33', 'lle': '2.96', 'sei': '9.12'}",,CHEMBL393911,,CHEMBL393911,6.19,0,http://www.openphacts.org/units/Nanomolar,667219,=,1,1,=,,IC50,nM,,640.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,0.64
,,2005862,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '17.95', 'le': '0.33', 'lle': '2.55', 'sei': '9.83'}",,CHEMBL239640,,CHEMBL239640,5.77,0,http://www.openphacts.org/units/Nanomolar,667218,=,1,1,=,,IC50,nM,,1700.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,1.7
,,2005863,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '12.50', 'le': '0.23', 'lle': '1.29', 'sei': '5.95'}",,CHEMBL392662,,CHEMBL392662,4.04,0,http://www.openphacts.org/units/Nanomolar,667216,=,1,1,=,,IC50,nM,,91000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,91.0
,,2005864,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C(=O)CC(C)(c2ccccc2)N=C1N,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '24.95', 'le': '0.46', 'lle': '4.34', 'sei': '9.24'}",,CHEMBL239638,,CHEMBL239638,5.42,0,http://www.openphacts.org/units/Nanomolar,667215,=,1,1,=,,IC50,nM,,3800.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,3.8
,,2005865,[],CHEMBL901136,Inhibition of human full length BACE1 expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1C(=O)CC(C)(c2ccc(Cl)c(Cl)c2)N=C1N,,,CHEMBL1138315,J Med Chem,2007,"{'bei': '19.07', 'le': '0.41', 'lle': '3.07', 'sei': '9.30'}",,CHEMBL239425,,CHEMBL239425,5.46,0,http://www.openphacts.org/units/Nanomolar,667214,=,1,1,=,,IC50,nM,,3500.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,3.5
,,2014971,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '13.36', 'le': '0.26', 'lle': '3.19', 'sei': '5.61'}",,CHEMBL219601,,CHEMBL219601,7.37,0,http://www.openphacts.org/units/Nanomolar,669471,=,1,1,=,,Ki,nM,,42.4,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,42.4
,,2014972,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,CCCN(c1cc(/C=C\C2CC2C)cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)c1)S(C)(=O)=O,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '14.73', 'le': '0.28', 'lle': '2.28', 'sei': '7.12'}",,CHEMBL1162068,,CHEMBL1162068,7.29,0,http://www.openphacts.org/units/Nanomolar,669473,=,1,1,=,,Ki,nM,,51.9,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,51.9
,,2014973,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '10.47', 'le': '0.20', 'lle': '1.39', 'sei': '4.01'}",,CHEMBL1162067,,CHEMBL1162067,4.78,0,http://www.openphacts.org/units/Nanomolar,669472,=,1,1,=,,Ki,nM,,16500.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,16500.0
,,2014974,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '13.41', 'le': '0.26', 'lle': '3.22', 'sei': '5.63'}",,CHEMBL219601,,CHEMBL219601,7.40,0,http://www.openphacts.org/units/Nanomolar,669471,=,1,1,=,,Ki,nM,,39.81,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Log Ki,,UO_0000065,,-7.4
,,2014975,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '10.51', 'le': '0.20', 'lle': '1.41', 'sei': '4.02'}",,CHEMBL1162067,,CHEMBL1162067,4.80,0,http://www.openphacts.org/units/Nanomolar,669472,=,1,1,=,,Ki,nM,,15848.93,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Log Ki,,UO_0000065,,-4.8
,,2014976,[],CHEMBL902621,Inhibition of BACE1,B,,,BAO_0000192,BAO_0000357,single protein format,CCCN(c1cc(/C=C\C2CC2C)cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)c1)S(C)(=O)=O,,,CHEMBL1138425,Bioorg Med Chem Lett,2007,"{'bei': '14.76', 'le': '0.28', 'lle': '2.30', 'sei': '7.13'}",,CHEMBL1162068,,CHEMBL1162068,7.30,0,http://www.openphacts.org/units/Nanomolar,669473,=,1,1,=,,Ki,nM,,50.12,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Log Ki,,UO_0000065,,-7.3
,,2020329,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.78', 'le': '0.30', 'lle': '4.97', 'sei': '6.39'}",,CHEMBL396338,,CHEMBL396338,7.13,0,http://www.openphacts.org/units/Nanomolar,671157,=,1,1,=,,IC50,nM,,74.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,74.0
,,2020330,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,,,CHEMBL396338,,CHEMBL396338,,0,http://www.openphacts.org/units/Nanomolar,671157,>,1,1,>,,IC50,nM,,20000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,20000.0
,,2020331,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.28', 'le': '0.28', 'lle': '5.54', 'sei': '6.47'}",,CHEMBL429477,,CHEMBL429477,8.22,0,http://www.openphacts.org/units/Nanomolar,671171,=,1,1,=,,IC50,nM,,6.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,6.0
,,2020332,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '13.96', 'le': '0.27', 'lle': '4.57', 'sei': '6.47'}",,CHEMBL248245,,CHEMBL248245,7.62,0,http://www.openphacts.org/units/Nanomolar,671170,=,1,1,=,,IC50,nM,,24.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,24.0
,,2020333,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.33', 'le': '0.28', 'lle': '4.96', 'sei': '6.47'}",,CHEMBL401008,,CHEMBL401008,7.62,0,http://www.openphacts.org/units/Nanomolar,671169,=,1,1,=,,IC50,nM,,24.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,24.0
,,2020334,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '15.73', 'le': '0.31', 'lle': '6.04', 'sei': '6.72'}",,CHEMBL248228,,CHEMBL248228,7.92,0,http://www.openphacts.org/units/Nanomolar,671168,=,1,1,=,,IC50,nM,,12.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,12.0
,,2020335,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](C)N)cc(N(C)C[C@H]2C[C@@H]2C)n1)S(C)(=O)=O,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.30', 'le': '0.28', 'lle': '4.13', 'sei': '6.60'}",,CHEMBL399113,,CHEMBL399113,7.17,0,http://www.openphacts.org/units/Nanomolar,671167,=,1,1,=,,IC50,nM,,67.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,67.0
,,2020336,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(CCC)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '13.62', 'le': '0.27', 'lle': '3.20', 'sei': '6.82'}",,CHEMBL248056,,CHEMBL248056,7.41,0,http://www.openphacts.org/units/Nanomolar,671166,=,1,1,=,,IC50,nM,,39.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,39.0
,,2020337,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.56', 'le': '0.28', 'lle': '4.08', 'sei': '6.91'}",,CHEMBL248223,,CHEMBL248223,7.51,0,http://www.openphacts.org/units/Nanomolar,671165,=,1,1,=,,IC50,nM,,31.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,31.0
,,2020338,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '16.10', 'le': '0.33', 'lle': '5.19', 'sei': '6.38'}",,CHEMBL247596,,CHEMBL247596,7.50,0,http://www.openphacts.org/units/Nanomolar,671164,=,1,1,=,,IC50,nM,,32.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,32.0
,,2020339,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '15.67', 'le': '0.32', 'lle': '4.49', 'sei': '6.78'}",,CHEMBL440957,,CHEMBL440957,7.96,0,http://www.openphacts.org/units/Nanomolar,671163,=,1,1,=,,IC50,nM,,11.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,11.0
,,2020340,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CCC(F)(F)F)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '16.06', 'le': '0.32', 'lle': '5.14', 'sei': '7.41'}",,CHEMBL247416,,CHEMBL247416,8.70,0,http://www.openphacts.org/units/Nanomolar,671162,=,1,1,=,,IC50,nM,,2.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,2.0
,,2020341,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '15.35', 'le': '0.30', 'lle': '4.30', 'sei': '6.56'}",,CHEMBL247415,,CHEMBL247415,7.70,0,http://www.openphacts.org/units/Nanomolar,671161,=,1,1,=,,IC50,nM,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,20.0
,,2020342,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '16.76', 'le': '0.33', 'lle': '5.62', 'sei': '6.36'}",,CHEMBL393850,,CHEMBL393850,7.47,0,http://www.openphacts.org/units/Nanomolar,671160,=,1,1,=,,IC50,nM,,34.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,34.0
,,2020343,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.96', 'le': '0.30', 'lle': '4.37', 'sei': '6.85'}",,CHEMBL247043,,CHEMBL247043,8.05,0,http://www.openphacts.org/units/Nanomolar,671159,=,1,1,=,,IC50,nM,,9.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,9.0
,,2020344,[],CHEMBL902350,Inhibition of human BACE1 by ECL based assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.64', 'le': '0.29', 'lle': '4.17', 'sei': '7.06'}",,CHEMBL247595,,CHEMBL247595,7.89,0,http://www.openphacts.org/units/Nanomolar,671158,=,1,1,=,,IC50,nM,,13.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,13.0
,,2020345,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](C)N)cc(N(C)C[C@H]2C[C@@H]2C)n1)S(C)(=O)=O,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,,,CHEMBL399113,,CHEMBL399113,,0,http://www.openphacts.org/units/Nanomolar,671167,>,1,1,>,,IC50,nM,,6700.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,6700.0
,,2020346,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(CCC)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,,,CHEMBL248056,,CHEMBL248056,,0,http://www.openphacts.org/units/Nanomolar,671166,>,1,1,>,,IC50,nM,,6700.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,6700.0
,,2020347,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,,,CHEMBL247595,,CHEMBL247595,,0,http://www.openphacts.org/units/Nanomolar,671158,>,1,1,>,,IC50,nM,,6700.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,6700.0
,,2020348,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '12.94', 'le': '0.26', 'lle': '3.28', 'sei': '5.93'}",,CHEMBL247043,,CHEMBL247043,6.96,0,http://www.openphacts.org/units/Nanomolar,671159,=,1,1,=,,IC50,nM,,110.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,110.0
,,2020349,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '12.47', 'le': '0.25', 'lle': '4.50', 'sei': '5.65'}",,CHEMBL429477,,CHEMBL429477,7.18,0,http://www.openphacts.org/units/Nanomolar,671171,=,1,1,=,,IC50,nM,,66.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,66.0
,,2020350,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '11.72', 'le': '0.23', 'lle': '3.35', 'sei': '5.43'}",,CHEMBL248245,,CHEMBL248245,6.40,0,http://www.openphacts.org/units/Nanomolar,671170,=,1,1,=,,IC50,nM,,402.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,402.0
,,2020351,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '11.42', 'le': '0.22', 'lle': '3.41', 'sei': '5.15'}",,CHEMBL401008,,CHEMBL401008,6.07,0,http://www.openphacts.org/units/Nanomolar,671169,=,1,1,=,,IC50,nM,,845.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,845.0
,,2020352,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '13.43', 'le': '0.26', 'lle': '4.88', 'sei': '5.74'}",,CHEMBL248228,,CHEMBL248228,6.76,0,http://www.openphacts.org/units/Nanomolar,671168,=,1,1,=,,IC50,nM,,173.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,173.0
,,2020353,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '12.08', 'le': '0.24', 'lle': '2.80', 'sei': '5.73'}",,CHEMBL248223,,CHEMBL248223,6.23,0,http://www.openphacts.org/units/Nanomolar,671165,=,1,1,=,,IC50,nM,,589.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,589.0
,,2020354,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '15.61', 'le': '0.32', 'lle': '4.97', 'sei': '6.19'}",,CHEMBL247596,,CHEMBL247596,7.27,0,http://www.openphacts.org/units/Nanomolar,671164,=,1,1,=,,IC50,nM,,54.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,54.0
,,2020355,[],CHEMBL902351,Inhibition of human BACE1 assessed as sAPPNF accumulation,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,,,CHEMBL1139116,Bioorg Med Chem Lett,2007,"{'bei': '14.61', 'le': '0.30', 'lle': '3.95', 'sei': '6.32'}",,CHEMBL440957,,CHEMBL440957,7.42,0,http://www.openphacts.org/units/Nanomolar,671163,=,1,1,=,,IC50,nM,,38.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,38.0
